0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
mentzelia torreyi,ca,id,nv,or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leptosiphon floribundum ssp. hallii,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agave utahensis,az,ca,nv,ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penstemon clevelandii ssp. mohavensis,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
torenia fournieri,fl,la,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medinilla,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lespedeza violacea,al,ar,ct,de,dc,ga,il,in,ia,ks,ky,la,md,ma,mi,mn,ms,mo,ne,nh,nj,ny,nc,oh,ok,pa,ri,sc,tn,tx,vt,va,wv,wi,on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lycianthes virgata,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wyethia helianthoides,id,mt,nv,or,wy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saxifraga nelsoniana,ak,mt,or,wa,ab,bc,nt,nu,yt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ligusticum tenuifolium,co,id,mt,or,ut,wa,wy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stachys latidens,al,dc,ga,ks,md,nc,sc,tn,va,wv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calochortus clavatus var. gracilis,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astragalus troglodytus,az,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
croton setigerus,az,ca,id,nv,or,ut,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galium palustre,ct,il,in,me,md,ma,mi,mt,nh,nj,ny,oh,or,pa,ri,vt,wa,wv,wi,lb,mb,nb,nf,ns,on,pe,qc,yt,fraspm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tiquilia palmeri,az,ca,nv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crataegus dissona,ar,ct,de,il,ky,md,ma,mi,mo,nh,ny,oh,pa,vt,wi,on,qc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lithospermum confine,az,nm,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chrysactinia mexicana,nm,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phippsia concinna,ak,qc,gl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyperus erythrorhizos,al,az,ar,ca,co,ct,de,dc,fl,ga,id,il,in,ia,ks,ky,la,me,md,ma,mi,mn,ms,mo,mt,ne,nv,nh,nj,nm,ny,nc,nd,oh,ok,or,pa,ri,sc,sd,tn,tx,ut,va,wa,wv,wi,wy,bc,mb,on,,,,,,,,,,,,,,,,,
plantago coronopus,ca,ma,nj,ny,or,pa,tx,wa,bc,mb,nb,gl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rubus exsularis,ky,ny,pa,wv,wi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clermontia clermontioides ssp. rockiana,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
remya mauiensis,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyptis,al,az,ca,fl,ga,hi,la,ms,nv,nc,sc,tx,va,pr,vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lathyrus sulphureus var. argillaceus,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cleome aculeata,al,tx,pr,vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
woodsia obtusa,al,ar,ct,de,dc,fl,ga,il,in,ia,ks,ky,la,me,md,ma,mi,mn,ms,mo,ne,nh,nj,ny,nc,oh,ok,pa,ri,sc,tn,tx,vt,va,wv,wi,on,qc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saxifraga hieraciifolia var. rufopilosa,ak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heuchera glabra,ak,or,wa,ab,bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pseudocymopterus,az,co,nv,nm,tx,ut,wy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quercus gambelii var. gambelii,az,co,nv,nm,ok,sd,tx,ut,wy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gratiola ebracteata,ca,id,mt,or,wa,bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verbascum,al,ak,az,ar,ca,co,ct,de,dc,fl,ga,hi,id,il,in,ia,ks,ky,la,me,md,ma,mi,mn,ms,mo,mt,ne,nv,nh,nj,nm,ny,nc,nd,oh,ok,or,pa,ri,sc,sd,tn,tx,ut,vt,va,wa,wv,wi,wy,ab,bc,mb,nb,nf,ns,on,pe,qc,sk,gl,,,,,,
platanthera aquilonis,ak,az,ca,co,ct,id,il,in,ia,me,ma,mi,mn,mt,ne,nv,nh,nj,nm,ny,nd,oh,or,pa,ri,sd,ut,vt,wa,wi,wy,ab,bc,lb,mb,nb,nf,nt,ns,on,pe,qc,sk,yt,fraspm,,,,,,,,,,,,,,,,,,,,,,,
symphysia,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chusquea,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxalis trilliifolia,ca,id,or,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liatris punctata,ar,co,il,ia,ks,la,mi,mn,mo,mt,ne,nm,nd,oh,ok,sd,tn,tx,wi,wy,ab,mb,sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peperomia serpens,pr,vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silene verecunda ssp. platyota,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bulbostylis ciliatifolia var. coarctata,al,fl,ga,la,ms,nc,sc,tn,tx,va,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
symphyotrichum lateriflorum var. spatelliforme,fl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carex hoodii,ak,ca,co,id,mt,nv,or,sd,ut,wa,wy,ab,bc,nt,sk,yt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cuscuta leptantha,nm,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplotaxis muralis,al,az,ar,ca,co,ct,dc,fl,il,in,ia,ks,la,me,ma,mi,mn,mt,ne,nj,nm,ny,oh,or,pa,sc,sd,tx,ut,va,wi,ab,mb,nb,ns,on,pe,qc,sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pedicularis bracteosa var. atrosanguinea,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amaranthus lineatus,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antennaria parvifolia,az,ca,co,id,ks,mi,mn,mt,ne,nv,nm,nd,ok,or,sd,tx,ut,wa,wy,ab,bc,mb,on,sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quercus ×robbinsii,ma,pa,ri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syringa ×persica,ct,de,me,md,ma,mi,mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
melicope volcanica,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
camissonia walkeri ssp. tortilis,ca,nv,ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crassula connata var. connata,ca,bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maesopsis,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lycopodium venustulum,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polygala,al,az,ar,ca,co,ct,de,dc,fl,ga,hi,il,in,ia,ks,ky,la,me,md,ma,mi,mn,ms,mo,mt,ne,nv,nh,nj,nm,ny,nc,nd,oh,ok,or,pa,ri,sc,sd,tn,tx,ut,vt,va,wv,wi,wy,pr,vi,ab,bc,mb,nb,nf,ns,on,pe,qc,sk,,,,,,,,
galium catalinense ssp. acrispum,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
camissonia walkeri ssp. walkeri,az,co,nm,ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
populus fremontii,az,ca,co,nv,nm,tx,ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vernonia acaulis,ga,nc,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eriogonum nudum var. pubiflorum,ca,nv,or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reseda alba,ca,ct,de,il,me,ma,mi,nh,nj,ny,oh,or,pa,vt,wa,bc,mb,on,qc,sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calopogon,al,ar,ct,de,dc,fl,ga,il,in,ia,ks,ky,la,me,md,ma,mi,mn,ms,mo,nh,nj,ny,nc,oh,ok,pa,ri,sc,tn,tx,vt,va,wv,wi,mb,nb,nf,ns,on,pe,qc,fraspm,,,,,,,,,,,,,,,,,,,,,,,,,
cistus ladanifer,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erigeron aliceae,ca,or,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poa pratensis ssp. pratensis,al,ak,az,ar,ca,co,ct,de,dc,fl,ga,hi,id,il,in,ia,ks,ky,la,me,md,ma,mi,mn,ms,mo,mt,ne,nv,nh,nj,nm,ny,nc,nd,oh,ok,or,pa,ri,sc,sd,tn,tx,ut,vt,va,wa,wv,wi,wy,pr,ab,bc,lb,mb,nb,nf,nt,ns,on,pe,qc,sk,yt,fraspm,,
monochoria,ca,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
symphyotrichum cusickii,id,mt,or,wa,wy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lepidium densiflorum,al,ak,az,ar,ca,co,ct,de,dc,fl,hi,id,il,in,ia,ks,ky,la,me,md,ma,mi,mn,ms,mo,mt,ne,nv,nh,nj,nm,ny,nc,nd,oh,ok,or,pa,ri,sc,sd,tn,tx,ut,vt,va,wa,wv,wi,wy,ab,bc,lb,mb,nb,nf,nt,ns,on,pe,qc,sk,yt,,,,,
eubrachion ambiguum,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setaria villosissima,az,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sclerocarpus uniserialis var. austrotexanus,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dalea carthagenensis var. carthagenensis,vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agave americana ssp. protamericana,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
desmodium viridiflorum,al,ar,de,dc,fl,ga,in,ky,la,md,ms,mo,nj,nc,oh,ok,pa,sc,tn,tx,va,wv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holodiscus dumosus,az,co,id,nv,nm,tx,ut,wy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orthocarpus imbricatus,ca,or,wa,bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coryphantha,az,nm,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chrysothamnus,az,ca,co,id,ks,mt,ne,nv,nm,ok,or,tx,ut,wa,wy,bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lomatium foeniculaceum,az,ca,co,id,ia,ks,mo,mt,ne,nv,nm,nd,ok,or,sd,tx,ut,wy,ab,bc,mb,sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cirsium horridulum var. vittatum,fl,ga,nc,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
draba petrophila var. petrophila,az,nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
horkelia marinensis,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phacelia brachyloba,ca,ma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bulbostylis curassavica,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cerastium brachypodum,al,az,ar,co,ga,id,il,in,ia,ks,ky,la,mn,ms,mo,mt,ne,nm,nc,nd,ok,or,sc,sd,tn,tx,ut,va,wa,wi,wy,ab,mb,on,sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hypericum gramineum,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
castilleja affinis ssp. litoralis,ca,or,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
physaria newberryi,az,nv,nm,ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urochloa ciliatissima,ar,nm,ok,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schiedea membranacea,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mantisalca,az,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eugenia stewardsonii,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sisymbrium auriculatum,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanicula graveolens,ca,id,mt,nv,or,wa,wy,bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
microgramma,fl,pr,vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
narcissus poeticus,al,ar,ct,ga,il,in,ky,la,me,md,ma,mo,nj,ny,nc,oh,or,pa,sc,tn,ut,vt,va,wa,wi,bc,nb,nf,on,qc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uvularia perfoliata,al,ar,ct,de,dc,fl,ga,in,ky,la,me,md,ma,ms,nh,nj,ny,nc,oh,ok,pa,ri,sc,tn,tx,vt,va,wv,on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schinus terebinthifolius,ca,fl,hi,tx,pr,vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
livistona rotundifolia,fl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adiantum pyramidale,pr,vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dodecatheon jeffreyi ssp. jeffreyi,ak,ca,id,mt,or,wa,wy,bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
operculina pinnatifida,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ampelodesmos mauritanicus,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arabis microphylla,ca,id,mt,nv,or,ut,wa,wy,bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
callistemon citrinus,la,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iris hartwegii ssp. columbiana,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyanea aculeatiflora,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phacelia pachyphylla,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krigia biflora,al,az,ar,co,ct,de,ga,il,in,ia,ks,ky,md,ma,mi,mn,ms,mo,nj,nm,ny,nc,oh,ok,pa,tn,va,wv,wi,mb,on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nothocestrum longifolium,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
encyclia isochila,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oreonana,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lupinus maculatus,ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astragalus didymocarpus var. dispermus,az,ca,nv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turbina corymbosa,fl,la,tx,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quercus parvula var. parvula,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canbya,ca,nv,or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crepis capillaris,ak,ca,co,ct,de,dc,hi,id,il,in,ia,ks,ky,me,md,ma,mi,mo,mt,nv,nh,nj,ny,nc,nd,oh,or,pa,ri,tn,tx,ut,vt,va,wa,wv,wi,ab,bc,nb,ns,on,qc,,,,,,,,,,,,,,,,,,,,,,,,,
viola lanceolata ssp. vittata,al,ar,fl,ga,la,ms,nc,ok,sc,tn,tx,va,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lupinus excubitus var. johnstonii,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxydendrum,al,ar,fl,ga,il,in,ky,la,md,ms,ny,nc,oh,pa,ri,sc,tn,va,wv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tetraneuris acaulis var. caespitosa,co,nm,ut,wy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
myosurus cupulatus,az,ca,co,nv,nm,ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
haplostachys haplostachya,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frasera tubulosa,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jacquemontia ovalifolia ssp. obcordata,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
physaria integrifolia,id,mt,wy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyssa aquatica,al,ar,dc,fl,ga,il,ky,la,ms,mo,nc,sc,tn,tx,va,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allium serra,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nephrolepis hirsutula,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
veronica peregrina,al,ak,az,ar,ca,co,ct,de,dc,fl,ga,hi,id,il,in,ia,ks,ky,la,me,md,ma,mi,mn,ms,mo,mt,ne,nv,nh,nj,nm,ny,nc,nd,oh,ok,or,pa,ri,sc,sd,tn,tx,ut,vt,va,wa,wv,wi,wy,pr,ab,bc,mb,nb,nt,ns,on,pe,qc,sk,yt,,,,,
scleria triglomerata,al,ar,ct,de,dc,fl,ga,il,in,ia,ks,ky,la,md,ma,mi,mn,ms,mo,ne,nj,ny,nc,oh,ok,pa,ri,sc,tn,tx,va,wv,wi,pr,on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
symphyotrichum lateriflorum var. lateriflorum,al,ar,ct,de,dc,fl,ga,il,in,ia,ks,ky,la,me,md,ma,mi,mn,ms,mo,ne,nh,nj,ny,nc,oh,ok,pa,ri,sc,sd,tn,tx,vt,va,wv,wi,bc,mb,nb,ns,on,pe,qc,,,,,,,,,,,,,,,,,,,,,,,,
chorizanthe palmeri,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhamnus crocea,az,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scheuchzeria palustris ssp. americana,ak,ca,ct,id,il,in,ia,me,ma,mi,mn,mt,nh,nj,nm,ny,nd,oh,or,pa,ri,vt,va,wa,wv,wi,wy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oeceoclades maculata,fl,pr,vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cirsium fontinale,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boltonia caroliniana,ga,ms,nc,sc,va,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
